Date,Open,High,Low,Last,Close,Volume,Turnover
8/4/14,96.370003,96.580002,95.169998,95.589996,87.947975,39958000,0.008474152
8/5/14,95.360001,95.68,94.360001,95.120003,87.515549,55933000,0.011862074
8/6/14,94.75,95.480003,94.709999,94.959999,87.368324,38558000,0.008177245
8/7/14,94.93,95.949997,94.099998,94.480003,87.359085,46711000,0.009906305
8/8/14,94.260002,94.82,93.279999,94.739998,87.59948,41865000,0.008878582
8/11/14,95.269997,96.080002,94.839996,95.989998,88.755272,36585000,0.007758818
8/12/14,96.040001,96.879997,95.610001,95.970001,88.736786,33795000,0.007167125
8/13/14,96.150002,97.239998,96.040001,97.239998,89.911064,31916000,0.006768633
8/14/14,97.330002,97.57,96.800003,97.5,90.151459,28116000,0.005962742
8/15/14,97.900002,98.190002,96.860001,97.980003,90.595291,48951000,0.010381356
8/18/14,98.489998,99.370003,97.980003,99.160004,91.686363,47572000,0.010088902
8/19/14,99.410004,100.68,99.32,100.529999,92.953094,69399000,0.014717896
8/20/14,100.440002,101.089996,99.949997,100.57,92.990074,52699000,0.011176219
8/21/14,100.57,100.940002,100.110001,100.580002,92.999329,33478000,0.007099897
8/22/14,100.290001,101.470001,100.190002,101.32,93.683578,44184000,0.009370387
8/25/14,101.790001,102.169998,101.279999,101.540001,93.886971,40270000,0.00854032
8/26/14,101.419998,101.5,100.860001,100.889999,93.285942,33152000,0.00703076
8/27/14,101.019997,102.57,100.699997,102.129997,94.43251,52369000,0.011106233
8/28/14,101.589996,102.779999,101.559998,102.25,94.543472,68460000,0.014518756
8/29/14,102.860001,102.900002,102.199997,102.5,94.77462,44595000,0.009457551
9/2/14,103.059998,103.739998,102.720001,103.300003,95.51432,53564000,0.011359665
9/3/14,103.099998,103.199997,98.580002,98.940002,91.482925,125421000,0.026598845
9/4/14,98.849998,100.089996,97.790001,98.120003,90.724754,85718000,0.018178772
9/5/14,98.800003,99.389999,98.309998,98.970001,91.510666,58457000,0.012397355
9/8/14,99.300003,99.309998,98.050003,98.360001,90.946655,46356700,0.009831166
9/9/14,99.080002,103.080002,96.139999,97.989998,90.604546,189846300,0.040261936
9/10/14,98.010002,101.110001,97.760002,101,93.387672,100869600,0.02139207
9/11/14,100.410004,101.440002,99.620003,101.43,93.785255,62353100,0.013223626
9/12/14,101.209999,102.190002,101.080002,101.660004,93.99794,62626100,0.013281523
9/15/14,102.809998,103.050003,101.440002,101.629997,93.970192,61316500,0.013003788
9/16/14,99.800003,101.260002,98.889999,100.860001,93.258224,66908100,0.014189635
9/17/14,101.269997,101.800003,100.589996,101.580002,93.923965,60926500,0.012921078
9/18/14,101.93,102.349998,101.559998,101.790001,94.118134,37299400,0.007910326
9/19/14,102.290001,102.349998,100.5,100.959999,93.350693,70902400,0.015036732
9/22/14,101.800003,102.139999,100.580002,101.059998,93.443146,52788400,0.011195178
9/23/14,100.599998,102.940002,100.540001,102.639999,94.904076,63402200,0.013446116
9/24/14,102.160004,102.849998,101.199997,101.75,94.081146,60171800,0.012761024
9/25/14,100.510002,100.709999,97.720001,97.870003,90.493599,100092000,0.021227159
9/26/14,98.529999,100.75,98.400002,100.75,93.156509,62370500,0.013227316
9/29/14,98.650002,100.440002,98.629997,100.110001,92.564751,49766300,0.010554262
9/30/14,100.809998,101.540001,100.529999,100.75,93.156509,55264100,0.011720216
10/1/14,100.589996,100.690002,98.699997,99.18,91.704857,51491300,0.010920094
10/2/14,99.269997,100.220001,98.040001,99.900002,92.370575,47757800,0.010128306
10/3/14,99.440002,100.209999,99.040001,99.620003,92.111702,43469600,0.00921888
10/6/14,99.949997,100.650002,99.419998,99.620003,92.111702,37051200,0.007857688
10/7/14,99.43,100.120003,98.730003,98.75,91.307266,42094200,0.00892719
10/8/14,98.760002,101.110001,98.309998,100.800003,93.202759,57404700,0.012174187
10/9/14,101.540001,102.379997,100.610001,101.019997,93.406174,77376500,0.016409736
10/10/14,100.690002,102.029999,100.300003,100.730003,93.138023,66331600,0.014067372
10/13/14,101.330002,101.779999,99.809998,99.809998,92.287369,53583400,0.011363779
10/14/14,100.389999,100.519997,98.57,98.75,91.307266,63688600,0.013506854
10/15/14,97.970001,99.150002,95.18,97.540001,90.188454,100933600,0.021405643
10/16/14,95.550003,97.720001,95.410004,96.260002,89.004921,72154500,0.015302273
10/17/14,97.5,99,96.809998,97.669998,90.308647,68179700,0.014459311
10/20/14,98.32,99.959999,98.220001,99.760002,92.241142,77517300,0.016439596
10/21/14,103.019997,103.019997,101.269997,102.470001,94.746887,94623900,0.020067504
10/22/14,102.839996,104.110001,102.599998,102.989998,95.227699,68263100,0.014476998
10/23/14,104.080002,105.050003,103.629997,104.830002,96.929016,71074700,0.015073272
10/24/14,105.18,105.489998,104.529999,105.220001,97.289619,47053900,0.009979026
10/27/14,104.849998,105.480003,104.699997,105.110001,97.187912,34187700,0.007250407
10/28/14,105.400002,106.739998,105.349998,106.739998,98.695061,48060900,0.010192587
10/29/14,106.650002,107.370003,106.360001,107.339996,99.249817,52687900,0.011173865
10/30/14,106.959999,107.349998,105.900002,106.980003,98.916977,40654800,0.008621927
10/31/14,108.010002,108.040001,107.209999,108,99.860077,44639300,0.009466946
11/3/14,108.220001,110.300003,108.010002,109.400002,101.154572,52282600,0.01108791
11/4/14,109.360001,109.489998,107.720001,108.599998,100.414879,41574400,0.008816953
11/5/14,109.099998,109.300003,108.129997,108.860001,100.655266,37435900,0.007939274
11/6/14,108.599998,108.790001,107.800003,108.699997,100.94313,34968500,0.007415997
11/7/14,108.75,109.32,108.550003,109.010002,101.23101,33691500,0.007145175
11/10/14,109.019997,109.330002,108.669998,108.830002,101.063866,27195500,0.005767526
11/11/14,108.699997,109.75,108.400002,109.699997,101.87178,27442300,0.005819866
11/12/14,109.379997,111.43,109.370003,111.25,103.311195,46942400,0.009955379
11/13/14,111.800003,113.449997,111.599998,112.82,104.769142,59522900,0.012623407
11/14/14,113.150002,114.190002,111.209999,114.18,106.032097,44063600,0.009344853
11/17/14,114.269997,117.279999,113.300003,113.989998,105.855652,46746700,0.009913876
11/18/14,113.940002,115.690002,113.889999,115.470001,107.230049,44224000,0.00937887
11/19/14,115.440002,115.739998,113.800003,114.669998,106.487114,41869200,0.008879473
11/20/14,114.910004,116.860001,114.849998,116.309998,108.010109,43395500,0.009203165
11/21/14,117.510002,117.57,116.029999,116.470001,108.158691,57179300,0.012126385
11/24/14,116.849998,118.769997,116.620003,118.629997,110.164543,47450800,0.010063199
11/25/14,119.07,119.75,117.449997,117.599998,109.208054,68840400,0.01459943
11/26/14,117.940002,119.099998,117.830002,119,110.508148,40768300,0.008645998
11/28/14,119.269997,119.400002,118.050003,118.93,110.443123,24814400,0.005262551
12/1/14,118.809998,119.25,111.269997,115.07,106.858582,83814000,0.017774978
12/2/14,113.5,115.75,112.75,114.629997,106.449982,59348900,0.012586506
12/3/14,115.75,116.349998,115.110001,115.93,107.657219,43063400,0.009132734
12/4/14,115.769997,117.199997,115.290001,115.489998,107.248604,42044500,0.00891665
12/5/14,115.989998,116.080002,114.639999,115,106.793579,38318900,0.008126538
12/8/14,114.099998,114.650002,111.620003,112.400002,104.379112,57664900,0.012229369
12/9/14,110.190002,114.300003,109.349998,114.120003,105.976402,60208000,0.012768701
12/10/14,114.410004,114.849998,111.540001,111.949997,103.961235,44565300,0.009451252
12/11/14,112.260002,113.800003,111.339996,111.620003,103.654778,41401700,0.008780327
12/12/14,110.459999,111.870003,109.580002,109.730003,101.899651,56028100,0.011882242
12/15/14,110.699997,111.599998,106.349998,108.230003,100.506699,67218100,0.014255378
12/16/14,106.370003,110.160004,106.260002,106.75,99.132278,60790700,0.012892278
12/17/14,107.120003,109.839996,106.82,109.410004,101.602486,53411800,0.011327387
12/18/14,111.870003,112.650002,110.660004,112.650002,104.611275,59006200,0.012513827
12/19/14,112.260002,113.239998,111.660004,111.779999,103.803352,88429800,0.018753881
12/22/14,112.160004,113.489998,111.970001,112.940002,104.880577,45167500,0.009578965
12/23/14,113.230003,113.330002,112.459999,112.540001,104.509132,26028400,0.005520012
12/24/14,112.580002,112.709999,112.010002,112.010002,104.016945,14479600,0.003070783
12/26/14,112.099998,114.519997,112.010002,113.989998,105.855652,33721000,0.007151431
12/29/14,113.790001,114.769997,113.699997,113.910004,105.781364,27598900,0.005853078
12/30/14,113.639999,113.919998,112.110001,112.519997,104.490555,29881500,0.006337163
12/31/14,112.82,113.129997,110.209999,110.379997,102.503265,41403400,0.008780687
1/2/15,111.389999,111.440002,107.349998,109.330002,101.528191,53204600,0.011283444
1/5/15,108.290001,108.650002,105.410004,106.25,98.667984,64285500,0.013633443
1/6/15,106.540001,107.43,104.629997,106.260002,98.677261,65797100,0.013954018
1/7/15,107.199997,108.199997,106.699997,107.75,100.060936,40105900,0.008505518
1/8/15,109.230003,112.150002,108.699997,111.889999,103.90551,59364500,0.012589814
1/9/15,112.669998,113.25,110.209999,112.010002,104.016945,53699500,0.011388401
1/12/15,112.599998,112.629997,108.800003,109.25,101.453903,49650800,0.010529767
1/13/15,111.43,112.800003,108.910004,110.220001,102.354675,67091900,0.014228614
1/14/15,109.040001,110.489998,108.5,109.800003,101.964645,48337000,0.010251141
1/15/15,110,110.059998,106.660004,106.82,99.197289,60014000,0.012727558
1/16/15,107.029999,107.580002,105.199997,105.989998,98.426529,78513300,0.016650825
1/20/15,107.839996,108.970001,106.5,108.720001,100.961716,49899900,0.010582595
1/21/15,108.949997,111.059998,108.269997,109.550003,101.732506,48575900,0.010301806
1/22/15,110.260002,112.470001,109.720001,112.400002,104.379112,53796400,0.011408951
1/23/15,112.300003,113.75,111.529999,112.980003,104.917725,46464800,0.009854091
1/26/15,113.739998,114.360001,112.800003,113.099998,105.029175,55615000,0.011794634
1/27/15,112.419998,112.480003,109.029999,109.139999,101.351738,95568700,0.020267874
1/28/15,117.629997,118.120003,115.309998,115.309998,107.081474,146477100,0.031064348
1/29/15,116.32,119.190002,115.559998,118.900002,110.415276,84436400,0.017906975
1/30/15,118.400002,120,116.849998,117.160004,108.799446,83745500,0.017760451
2/2/15,118.050003,119.169998,116.080002,118.629997,110.164543,62739100,0.013305488
2/3/15,118.5,119.089996,117.610001,118.650002,110.183121,51915700,0.011010099
2/4/15,118.5,120.510002,118.309998,119.559998,111.028168,70149700,0.014877102
2/5/15,120.019997,120.230003,119.25,119.940002,111.820625,42246200,0.008959426
2/6/15,120.019997,120.25,118.449997,118.93,110.879021,43706600,0.009269142
2/9/15,118.550003,119.839996,118.43,119.720001,111.615524,38889800,0.008247612
2/10/15,120.169998,122.150002,120.160004,122.019997,113.759834,62008500,0.013150545
2/11/15,122.769997,124.919998,122.5,124.879997,116.426216,73561800,0.015600728
2/12/15,126.059998,127.480003,125.57,126.459999,117.899254,74474500,0.01579429
2/13/15,127.279999,127.279999,125.650002,127.080002,118.477295,54272200,0.011509857
2/17/15,127.489998,128.880005,126.919998,127.830002,119.176529,63152400,0.013393139
2/18/15,127.629997,128.779999,127.449997,128.720001,120.006287,44891700,0.009520474
2/19/15,128.479996,129.029999,128.330002,128.449997,119.754547,37362400,0.007923686
2/20/15,128.619995,129.5,128.050003,129.5,120.733452,48948400,0.010380805
2/23/15,130.020004,133,129.660004,133,123.996544,70974100,0.015051938
2/24/15,132.940002,133.600006,131.169998,132.169998,123.22274,69228100,0.014681652
2/25/15,131.559998,131.600006,128.149994,128.789993,120.071518,74711700,0.015844595
2/26/15,128.789993,130.869995,126.610001,130.419998,121.591179,91287500,0.019359932
2/27/15,130,130.570007,128.240005,128.460007,119.763885,62014800,0.013151881
3/2/15,129.25,130.279999,128.300003,129.089996,120.351219,48096700,0.010200179
3/3/15,128.960007,129.520004,128.089996,129.360001,120.602966,37816300,0.008019948
3/4/15,129.100006,129.559998,128.320007,128.539993,119.838455,31666300,0.006715678
3/5/15,128.580002,128.75,125.760002,126.410004,117.852661,56517100,0.011985948
3/6/15,128.399994,129.369995,126.260002,126.599998,118.029785,72842100,0.015448096
3/9/15,127.959999,129.570007,125.059998,127.139999,118.533218,88528500,0.018774813
3/10/15,126.410004,127.220001,123.800003,124.510002,116.081268,68856600,0.014602866
3/11/15,124.75,124.769997,122.110001,122.239998,113.964943,68939000,0.014620341
3/12/15,122.309998,124.900002,121.629997,124.449997,116.02533,48362700,0.010256591
3/13/15,124.400002,125.400002,122.580002,123.589996,115.223557,51827300,0.010991352
3/16/15,123.879997,124.949997,122.870003,124.949997,116.491478,35874300,0.007608095
3/17/15,125.900002,127.32,125.650002,127.040001,118.43998,51023100,0.0108208
3/18/15,127,129.160004,126.370003,128.470001,119.773201,65270900,0.013842423
3/19/15,128.75,129.25,127.400002,127.5,118.868874,45809500,0.009715118
3/20/15,128.25,128.399994,125.160004,125.900002,117.377174,68695100,0.014568615
3/23/15,127.120003,127.849998,126.519997,127.209999,118.598503,37709700,0.007997341
3/24/15,127.230003,128.039993,126.559998,126.690002,118.113708,32842300,0.006965079
3/25/15,126.540001,126.82,123.379997,123.379997,115.027771,51655200,0.010954853
3/26/15,122.760002,124.879997,122.599998,124.239998,115.829559,47572900,0.010089093
3/27/15,124.57,124.699997,122.910004,123.25,114.906578,39546200,0.008386819
3/30/15,124.050003,126.400002,124,126.370003,117.815361,47099700,0.009988739
3/31/15,126.089996,126.489998,124.360001,124.43,116.006676,42090600,0.008926426
4/1/15,124.82,125.120003,123.099998,124.25,115.83886,40621400,0.008614844
4/2/15,125.029999,125.559998,124.190002,125.32,116.836441,32220100,0.006833125
4/6/15,124.470001,127.510002,124.330002,127.349998,118.729012,37194000,0.007887973
4/7/15,127.639999,128.119995,125.980003,126.010002,117.479729,35012300,0.007425285
4/8/15,125.849998,126.400002,124.970001,125.599998,117.097473,37329200,0.007916645
4/9/15,125.849998,126.580002,124.660004,126.559998,117.992477,32484000,0.006889092
4/10/15,125.949997,127.209999,125.260002,127.099998,118.495934,40188000,0.00852293
4/13/15,128.369995,128.570007,126.610001,126.849998,118.262863,36365100,0.007712183
4/14/15,127,127.290001,125.910004,126.300003,117.750107,25524600,0.005413167
4/15/15,126.410004,127.129997,126.010002,126.779999,118.197601,28970400,0.006143941
4/16/15,126.279999,127.099998,126.110001,126.169998,117.628891,28369000,0.006016398
4/17/15,125.550003,126.139999,124.459999,124.75,116.305008,51957000,0.011018858
4/20/15,125.57,128.119995,125.169998,127.599998,118.962082,47054300,0.00997911
4/21/15,128.100006,128.199997,126.669998,126.910004,118.318817,32435100,0.006878722
4/22/15,126.989998,128.869995,126.32,128.619995,119.913033,37654500,0.007985634
4/23/15,128.300003,130.419998,128.139999,129.669998,120.891975,45770900,0.009706932
4/24/15,130.490005,130.630005,129.229996,130.279999,121.460663,44525900,0.009442896
4/27/15,132.309998,133.130005,131.149994,132.649994,123.670227,96954200,0.020561706
4/28/15,134.460007,134.539993,129.570007,130.559998,121.721718,118924000,0.025220984
4/29/15,130.160004,131.589996,128.300003,128.639999,119.931686,63386100,0.013442701
4/30/15,128.639999,128.639999,124.580002,125.150002,116.677956,83195400,0.017643788
5/1/15,126.099998,130.130005,125.300003,128.949997,120.220688,58512600,0.012409146
5/4/15,129.5,130.570007,128.259995,128.699997,119.987633,50988300,0.010813419
5/5/15,128.149994,128.449997,125.779999,125.800003,117.283951,49271400,0.010449305
5/6/15,126.559998,126.75,123.360001,125.010002,116.547424,72141000,0.01529941
5/7/15,124.769997,126.080002,124.019997,125.260002,117.268303,43940900,0.009318832
5/8/15,126.68,127.620003,126.110001,127.620003,119.477737,55550400,0.011780933
5/11/15,127.389999,127.559998,125.629997,126.32,118.260674,42035800,0.008914805
5/12/15,125.599998,126.879997,124.82,125.870003,117.839386,48160000,0.010213603
5/13/15,126.150002,127.190002,125.870003,126.010002,117.970436,34694200,0.007357824
5/14/15,127.410004,128.949997,127.160004,128.949997,120.72287,45203500,0.009586599
5/15/15,129.070007,129.490005,128.210007,128.770004,120.554352,38208000,0.008103018
5/18/15,128.380005,130.720001,128.360001,130.190002,121.883774,50882900,0.010791066
5/19/15,130.690002,130.880005,129.639999,130.070007,121.771431,44633200,0.009465652
5/20/15,130,130.979996,129.339996,130.059998,121.762047,36454900,0.007731227
5/21/15,130.070007,131.630005,129.830002,131.389999,123.007195,39730400,0.008425884
5/22/15,131.600006,132.970001,131.399994,132.539993,124.083832,45596000,0.009669839
5/26/15,132.600006,132.910004,129.119995,129.619995,121.350128,70697600,0.014993298
5/27/15,130.339996,132.259995,130.050003,132.039993,123.615738,45833200,0.009720144
5/28/15,131.860001,131.949997,131.100006,131.779999,123.372292,30733300,0.00651781
5/29/15,131.229996,131.449997,129.899994,130.279999,121.96801,50884500,0.010791406
6/1/15,130.279999,131.389999,130.050003,130.539993,122.211426,32112800,0.00681037
6/2/15,129.860001,130.660004,129.320007,129.960007,121.668449,33667600,0.007140106
6/3/15,130.660004,130.940002,129.899994,130.119995,121.81823,30889400,0.006550915
6/4/15,129.580002,130.580002,128.910004,129.360001,121.106728,38450100,0.008154362
6/5/15,129.5,129.690002,128.360001,128.649994,120.442009,35626800,0.007555606
6/8/15,128.899994,129.210007,126.830002,127.800003,119.64624,52674800,0.011171086
6/9/15,126.699997,128.080002,125.620003,127.419998,119.290497,56075400,0.011892274
6/10/15,127.919998,129.339996,127.849998,128.880005,120.657349,39087300,0.008289497
6/11/15,129.179993,130.179993,128.479996,128.589996,120.385834,35390900,0.007505578
6/12/15,128.190002,128.330002,127.110001,127.169998,119.056442,36886200,0.007822696
6/15/15,126.099998,127.239998,125.709999,126.919998,118.822388,43988900,0.009329011
6/16/15,127.029999,127.849998,126.370003,127.599998,119.459007,31494100,0.006679158
6/17/15,127.720001,127.879997,126.739998,127.300003,119.178154,32918100,0.006981155
6/18/15,127.230003,128.309998,127.220001,127.879997,119.72113,35407200,0.007509034
6/19/15,127.709999,127.82,126.400002,126.599998,118.522812,54716900,0.011604168
6/22/15,127.489998,128.059998,127.080002,127.610001,119.468369,34039300,0.007218935
6/23/15,127.480003,127.610001,126.879997,127.029999,118.925377,30268900,0.006419322
6/24/15,127.209999,129.800003,127.120003,128.110001,119.936462,55280900,0.011723779
6/25/15,128.860001,129.199997,127.5,127.5,119.365395,31938100,0.00677332
6/26/15,127.669998,127.989998,126.510002,126.75,118.663246,44066800,0.009345532
6/29/15,125.459999,126.470001,124.480003,124.529999,116.584877,49161400,0.010425977
6/30/15,125.57,126.120003,124.860001,125.43,117.427444,44370700,0.009409982
7/1/15,126.900002,126.940002,125.989998,126.599998,118.522812,30238800,0.006412938
7/2/15,126.43,126.690002,125.769997,126.440002,118.373024,27211000,0.005770813
7/6/15,124.940002,126.230003,124.849998,126,117.96109,28060400,0.005950951
7/7/15,125.889999,126.150002,123.769997,125.690002,117.67086,46946800,0.009956312
7/8/15,124.480003,124.639999,122.540001,122.57,114.749931,60761600,0.012886106
7/9/15,123.849998,124.059998,119.220001,120.07,112.409424,77821600,0.016504131
7/10/15,121.940002,123.849998,121.209999,123.279999,115.414635,61354500,0.013011847
7/13/15,125.029999,125.760002,124.32,125.660004,117.642792,41440500,0.008788556
7/14/15,126.040001,126.370003,125.040001,125.610001,117.59597,31768100,0.006737267
7/15/15,125.720001,127.150002,125.580002,126.82,118.728775,33649200,0.007136204
7/16/15,127.739998,128.570007,127.349998,128.509995,120.310944,36222400,0.007681919
7/17/15,129.080002,129.619995,128.309998,129.619995,121.350128,46164700,0.009790447
7/20/15,130.970001,132.970001,130.699997,132.070007,123.643814,58900200,0.012491347
7/21/15,132.850006,132.919998,130.320007,130.75,122.408051,76756400,0.016278227
7/22/15,121.989998,125.5,121.989998,125.220001,117.230843,115450600,0.024484357
7/23/15,126.199997,127.089996,125.059998,125.160004,117.174683,50999500,0.010815795
7/24/15,125.32,125.739998,123.900002,124.5,116.55677,42162300,0.008941632
7/27/15,123.089996,123.610001,122.120003,122.769997,114.937164,44455500,0.009427966
7/28/15,123.379997,123.910004,122.550003,123.379997,115.50824,33618100,0.007129608
7/29/15,123.150002,123.5,122.269997,122.989998,115.143105,37011700,0.007849311
7/30/15,122.32,122.57,121.709999,122.370003,114.562675,33628300,0.007131772
7/31/15,122.599998,122.639999,120.910004,121.300003,113.560951,42885000,0.0090949
8/3/15,121.5,122.57,117.519997,118.440002,110.883423,69976000,0.014840264
8/4/15,117.419998,117.699997,113.25,114.639999,107.325867,124138600,0.026326878
8/5/15,112.949997,117.440002,112.099998,115.400002,108.037392,99312600,0.021061867
8/6/15,115.970001,116.5,114.120003,115.129997,108.272476,52903000,0.011219482
8/7/15,114.580002,116.25,114.5,115.519997,108.639252,38670400,0.008201082
8/10/15,116.529999,119.989998,116.529999,119.720001,112.589096,54951600,0.011653942
8/11/15,117.809998,118.18,113.330002,113.489998,106.730148,97082800,0.020588979
8/12/15,112.529999,115.419998,109.629997,115.239998,108.375923,101217500,0.021465851
8/13/15,116.040001,116.400002,114.540001,115.150002,108.291283,48535800,0.010293302
8/14/15,114.32,116.309998,114.010002,115.959999,109.053047,42929500,0.009104337
8/17/15,116.040001,117.650002,115.5,117.160004,110.181572,40884700,0.008670683
8/18/15,116.43,117.440002,116.010002,116.5,109.560883,34560700,0.007329512
8/19/15,116.099998,116.519997,114.68,115.010002,108.159637,47445700,0.010062117
8/20/15,114.080002,114.349998,111.629997,112.650002,105.940208,68501600,0.014527578
8/21/15,110.43,111.900002,105.650002,105.760002,99.460594,128275500,0.027204217
8/24/15,94.870003,108.800003,92,103.120003,96.977837,162206300,0.034400142
8/25/15,111.110001,111.110001,103.5,103.739998,97.560921,103601600,0.021971463
8/26/15,107.089996,109.889999,105.050003,109.690002,103.156509,96774600,0.020523617
8/27/15,112.230003,113.239998,110.019997,112.919998,106.194115,84616100,0.017945085
